cost_bps,net_sharpe,gross_sharpe,buy_hold_sharpe,net_max_drawdown,buy_hold_max_drawdown,avg_daily_net_return,avg_position,avg_turnover
0,2.5892372574389544,2.5892372574389544,1.7315813643944,-0.04845810334377665,-0.10848662766120387,0.0008851109631033595,0.5078087471122797,0.09996354662910252
5,2.444054158827292,2.5892372574389544,1.7315813643944,-0.04920149009299868,-0.10848662766120387,0.0008351291897888081,0.5078087471122797,0.09996354662910252
10,2.29783991333787,2.5892372574389544,1.7315813643944,-0.050209558095084206,-0.10848662766120387,0.0007851474164742568,0.5078087471122797,0.09996354662910252
20,2.0030135838958683,2.5892372574389544,1.7315813643944,-0.05222377281547774,-0.10848662766120387,0.0006851838698451545,0.5078087471122797,0.09996354662910252
