fold,model,threshold,rows,accuracy,precision,recall,f1,strategy_sharpe,strategy_max_drawdown,avg_daily_strategy_return,trade_rate,buy_hold_sharpe,buy_hold_max_drawdown,roc_auc
1,Baseline,0.45,125,0.552,0.5918367346938775,0.7837837837837838,0.6744186046511628,1.2016214515844748,-0.07676844032981045,0.0008347822401924356,0.784,1.407300265381034,-0.0712444360287855,0.5433227344992051
1,Hard MoE,0.45,125,0.56,0.6021505376344086,0.7567567567567568,0.6706586826347305,1.275179717816215,-0.0767684403298109,0.0008625182178467961,0.744,1.407300265381034,-0.0712444360287855,0.5589560148383678
1,Soft MoE,0.45,125,0.56,0.6021505376344086,0.7567567567567568,0.6706586826347305,1.275179717816215,-0.0767684403298109,0.0008625182178467961,0.744,1.407300265381034,-0.0712444360287855,0.5585585585585585
2,Baseline,0.45,125,0.512,0.5760869565217391,0.7066666666666667,0.6347305389221557,2.353598155377951,-0.08606400455650565,0.0013715553138059604,0.736,2.2508146088340406,-0.09287537238490251,0.4517333333333333
2,Hard MoE,0.45,125,0.568,0.6082474226804123,0.7866666666666666,0.686046511627907,2.5371411219910747,-0.09287537238490229,0.001621314705131222,0.776,2.2508146088340406,-0.09287537238490251,0.4981333333333334
2,Soft MoE,0.45,125,0.568,0.6082474226804123,0.7866666666666666,0.686046511627907,2.5371411219910747,-0.09287537238490229,0.001621314705131222,0.776,2.2508146088340406,-0.09287537238490251,0.4981333333333334
