Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,^GSPC,^IXIC,^NSEI,^VIX,^GSPC,^IXIC,^NSEI,^VIX,^GSPC,^IXIC,^NSEI,^VIX,^GSPC,^IXIC,^NSEI,^VIX,^GSPC,^IXIC,^NSEI,^VIX
Date,,,,,,,,,,,,,,,,,,,,
2015-05-05,2089.4599609375,4939.330078125,8324.7998046875,14.3100004196167,2115.239990234375,5008.27001953125,8355.650390625,14.40999984741211,2088.4599609375,4934.33984375,8280.599609375,12.970000267028809,2112.6298828125,5000.2001953125,8338.400390625,13.210000038146973,3793950000.0,2069490000.0,155500.0,0.0
2015-05-06,2080.14990234375,4919.64013671875,8097.0,15.149999618530273,2098.419921875,4965.10009765625,8331.9501953125,16.360000610351562,2067.929931640625,4888.169921875,8083.0,13.890000343322754,2091.260009765625,4956.7001953125,8316.599609375,13.930000305175781,3792210000.0,2144620000.0,209600.0,0.0
2015-05-07,2088.0,4945.5400390625,8057.2998046875,15.130000114440918,2092.89990234375,4957.1201171875,8122.60009765625,15.970000267028809,2074.989990234375,4914.52978515625,7997.14990234375,14.8100004196167,2079.9599609375,4917.75,8077.0,15.479999542236328,3676640000.0,2042960000.0,161600.0,0.0
2015-05-08,2116.10009765625,5003.5498046875,8191.5,12.859999656677246,2117.659912109375,5014.330078125,8224.9501953125,13.420000076293945,2092.1298828125,4989.259765625,8123.4501953125,12.699999809265137,2092.1298828125,4991.6298828125,8131.5,13.359999656677246,3399440000.0,1978760000.0,183100.0,0.0
2015-05-11,2105.330078125,4993.56982421875,8325.25,13.850000381469727,2117.68994140625,5017.3798828125,8332.75,13.850000381469727,2104.580078125,4992.02001953125,8224.650390625,13.0,2115.56005859375,5003.259765625,8243.2001953125,13.350000381469727,2992670000.0,1731390000.0,192000.0,0.0
2015-05-12,2099.1201171875,4976.18994140625,8126.9501953125,13.859999656677246,2105.06005859375,4995.5,8326.650390625,15.130000114440918,2085.570068359375,4931.60009765625,8115.2998046875,13.729999542236328,2102.8701171875,4966.43994140625,8326.150390625,14.729999542236328,3139520000.0,1705870000.0,173400.0,0.0
2015-05-13,2098.47998046875,4981.68994140625,8235.4501953125,13.760000228881836,2110.18994140625,5012.97021484375,8254.9501953125,14.039999961853027,2096.0400390625,4977.490234375,8089.7998046875,13.0600004196167,2099.6201171875,4991.419921875,8181.5498046875,13.630000114440918,3374260000.0,1672260000.0,169800.0,0.0
2015-05-14,2121.10009765625,5050.7998046875,8224.2001953125,12.739999771118164,2121.449951171875,5051.72021484375,8236.25,13.289999961853027,2100.429931640625,4999.64990234375,8137.2998046875,12.720000267028809,2100.429931640625,5016.68017578125,8232.4501953125,13.140000343322754,3225740000.0,1741970000.0,134800.0,0.0
2015-05-15,2122.72998046875,5048.2900390625,8262.349609375,12.380000114440918,2123.889892578125,5062.64990234375,8279.2001953125,13.09000015258789,2116.81005859375,5034.83984375,8212.2001953125,12.350000381469727,2122.070068359375,5059.14990234375,8240.2998046875,12.460000038146973,3092080000.0,1667260000.0,129800.0,0.0
2015-05-18,2129.199951171875,5078.43994140625,8373.650390625,12.729999542236328,2131.780029296875,5084.5,8384.599609375,13.220000267028809,2120.010009765625,5037.5400390625,8271.9501953125,12.550000190734863,2121.300048828125,5040.919921875,8284.9501953125,13.079999923706055,2888190000.0,1643870000.0,148700.0,0.0
